Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
54.623,11.458,Denmark (5000-5999BP),Syltholm1.SG,Syltholm1,Syltholm1,chewed birch pitch,2019,JensenSchroederNatureCommunications2019,Direct: IntCal20,5746,62,3933-3710,,Denmark_Syltholm_LM_EN,Lolland. Syltholm,Denmark,Native Pulldown on 32.M snpset,Shotgun,6,,1039756,543837,F,n/a (no relatives detected),n/a (female),n/a,,K1e,[0.97.0.99],0.162,,ds,Library_1.Library_2.Library_2.1.Library_3.Library_3.1.Library_4.Library_4.1.Library_5.Library_6,PASS,,0.0,5000-5999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Syltholm1.SG,Syltholm1,chewed birch pitch,2019,JensenSchroederNatureCommunications2019,Direct: IntCal20,5746,62,3933-3710,,Denmark_Syltholm_LM_EN,Lolland. Syltholm,Denmark,Native Pulldown on 32.M snpset,Shotgun,6,,1039756,543837,F,n/a (no relatives detected),n/a (female),n/a,,K1e,[0.97.0.99],0.162,,ds,Library_1.Library_2.Library_2.1.Library_3.Library_3.1.Library_4.Library_4.1.Library_5.Library_6,PASS,,0.0,5000-5999,K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.6659,103.2322,Russia (4000-4999BP),irk050_noUDG.SG,irk050,Anosovo-1,tooth,2018,KilincSciAdv2021,Direct: IntCal20,4350,54,2476-2293 calBCE (3920±30 BP. Beta-453096),,Russia_AngaraRiver_BA.SG,Siberian Federal District. Cis-Baikal. Angara River. Anosovo N 1,Russia,Repulldown on 3.2M snpset,Shotgun,2,0.116438,95881,50445,F,n/a (no relatives detected),n/a (female),n/a,267.073,R1b,,,0.027798307,ds.minus.ds.minus,irk050-b1e1l1p1.irk050-b1e1l1p1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,irk050_noUDG.SG,Anosovo-1,tooth,2018,KilincSciAdv2021,Direct: IntCal20,4350,54,2476-2293 calBCE (3920±30 BP. Beta-453096),,Russia_AngaraRiver_BA.SG,Siberian Federal District. Cis-Baikal. Angara River. Anosovo N 1,Russia,Repulldown on 3.2M snpset,Shotgun,2,0.116438,95881,50445,F,n/a (no relatives detected),n/a (female),n/a,267.073,R1b,,,0.027798307,ds.minus.ds.minus,irk050-b1e1l1p1.irk050-b1e1l1p1,PASS,,0.0,4000-4999,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.67583333,90.85361111,Russia (2000-2999BP),DA3_noUDG.SG,DA3,CGG_2_016455. St.Pet. 64. Grishkin Log 1,,2018,DamgaardNature2018,Context: Archaeological - Period,11400,232,1000-800 BCE,,Russia_Tagar.SG,Siberia. Tungus & Eastern Steppe,Russia,Repulldown on 3.2M snpset,Shotgun,,0.564,2575404,1346785,F,n/a (no relatives detected),n/a (female),n/a,,N9a9,,,,ds.minus,,PASS,,0.0,2000-2999,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DA3_noUDG.SG,CGG_2_016455. St.Pet. 64. Grishkin Log 1,,2018,DamgaardNature2018,Context: Archaeological - Period,11400,232,1000-800 BCE,,Russia_Tagar.SG,Siberia. Tungus & Eastern Steppe,Russia,Repulldown on 3.2M snpset,Shotgun,,0.564,2575404,1346785,F,n/a (no relatives detected),n/a (female),n/a,,N9a9,,,,ds.minus,,PASS,,0.0,2000-2999,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
54.676567,-1.236391,United Kingdom (2000-2999BP),I16620,I16620,Catcote HCS01; Context 23 Burial 2,tooth (molar),2021,PattersonNature2021,Direct: IntCal20 marine calibrated; we don't have the mean and standard deviations from OxCal so assume a uniform distribution over the given range.,2117,100,340 BCE - 6 CE (2143±25 BP. SUERC-97711. marine calibrated),,England_IA,England. Co. Durham. Hartlepool. Catcote,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.160273,161072,87718,F,n/a (no relatives detected),n/a (female),n/a,26.88,H1bs,[0.989.1.000],0.098,0.011452777,ds.half,S16620.Y1.E1.L1,PASS,,0.0,2000-2999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I16620,Catcote HCS01; Context 23 Burial 2,tooth (molar),2021,PattersonNature2021,Direct: IntCal20 marine calibrated; we don't have the mean and standard deviations from OxCal so assume a uniform distribution over the given range.,2117,100,340 BCE - 6 CE (2143±25 BP. SUERC-97711. marine calibrated),,England_IA,England. Co. Durham. Hartlepool. Catcote,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.160273,161072,87718,F,n/a (no relatives detected),n/a (female),n/a,26.88,H1bs,[0.989.1.000],0.098,0.011452777,ds.half,S16620.Y1.E1.L1,PASS,,0.0,2000-2999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54.78,10.73,Denmark (1000-1999BP),VK318_noUDG.SG,VK318,Denmark_Hesselbjergmarken Grav B,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1025,14,900-950 CE,,Denmark_Viking_lc.SG,Langeland. Hesselbjergmarken,Denmark,Repulldown on 3.2M snpset,Shotgun,,0,2616,1422,U,n/a (no relatives detected),n/a  (sex unknown),n/a,47,K1b2a2,,,,ds.minus,,QUESTIONABLE,2500.to.5000.SNPs. ..,0.0,1000-1999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VK318_noUDG.SG,Denmark_Hesselbjergmarken Grav B,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1025,14,900-950 CE,,Denmark_Viking_lc.SG,Langeland. Hesselbjergmarken,Denmark,Repulldown on 3.2M snpset,Shotgun,,0,2616,1422,U,n/a (no relatives detected),n/a  (sex unknown),n/a,47,K1b2a2,,,,ds.minus,,QUESTIONABLE,2500.to.5000.SNPs. ..,0.0,1000-1999,K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.78,31.87,Russia (0-999BP),VK222_noUDG.SG,VK222,Russia_Gnezdovo 60-95,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,11400,696,900-1100 CE,,Russia_Viking_o2_lc.SG,Gnezdovo,Russia,Repulldown on 3.2M snpset,Shotgun,,0,1861708,991578,M,n/a (no relatives detected),n/a  (sex unknown),2790726,21.5,H63,,,,ds.minus,,QUESTIONABLE_CRITICAL,<2500 SNPs. ..,0.0,0-999,H,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VK222_noUDG.SG,Russia_Gnezdovo 60-95,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,11400,696,900-1100 CE,,Russia_Viking_o2_lc.SG,Gnezdovo,Russia,Repulldown on 3.2M snpset,Shotgun,,0,1861708,991578,M,n/a (no relatives detected),n/a  (sex unknown),2790726,21.5,H63,,,,ds.minus,,QUESTIONABLE_CRITICAL,<2500 SNPs. ..,0.0,0-999,H,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0
54.8,10.69,Denmark (1000-1999BP),VK289_noUDG.SG,VK289,Denmark_Bodkergarden Grav H. sk 1,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,2200,58,800-900 CE,,Denmark_Viking.SG,Langeland. Bodkergarden,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.81,1230979,635378,M,n/a (no relatives detected),,K,89.1,J2b1a,,,,ds.minus,,PASS,,0.0,1000-1999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VK289_noUDG.SG,Denmark_Bodkergarden Grav H. sk 1,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,2200,58,800-900 CE,,Denmark_Viking.SG,Langeland. Bodkergarden,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.81,1230979,635378,M,n/a (no relatives detected),,K,89.1,J2b1a,,,,ds.minus,,PASS,,0.0,1000-1999,J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
54.8,105.133333,Russia (4000-4999BP),STB001,STB001,8315 petrous right,petrous bone,2020,YuCell2020,Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,4604,80,2854-2576 calBCE (4719±20 BP),,Russia_Siberia_Lena_EBA,Siberia. Lower Lena river. Zhigalovo,Russia,Repulldown on 3.2M snpset,1240K,1,1.944525,849567,461902,M,n/a (no relatives detected),,A0-T,331.9,C4,,0.085,,ds.half,STB001.A0101,PASS,,0.0,4000-4999,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,STB001,8315 petrous right,petrous bone,2020,YuCell2020,Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,4604,80,2854-2576 calBCE (4719±20 BP),,Russia_Siberia_Lena_EBA,Siberia. Lower Lena river. Zhigalovo,Russia,Repulldown on 3.2M snpset,1240K,1,1.944525,849567,461902,M,n/a (no relatives detected),,A0-T,331.9,C4,,0.085,,ds.half,STB001.A0101,PASS,,0.0,4000-4999,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.85,10.78,Denmark (1000-1999BP),VK274_noUDG.SG,VK274,Denmark_Kaargarden 391,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,6000,174,900-1000 CE,,Denmark_Viking.SG,Langeland. Kaagarden,Denmark,Repulldown on 3.2M snpset,Shotgun,,1.72,2874660,1484392,M,n/a (no relatives detected),n/a (female),K,122.7,T2b+152,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,VK274_noUDG.SG,Denmark_Kaargarden 391,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,6000,174,900-1000 CE,,Denmark_Viking.SG,Langeland. Kaagarden,Denmark,Repulldown on 3.2M snpset,Shotgun,,1.72,2874660,1484392,M,n/a (no relatives detected),n/a (female),K,122.7,T2b+152,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0
54.87,10.72,Denmark (1000-1999BP),VK286_noUDG.SG,VK286,Denmark_Bogovej Grav BJ,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,13000,377,900-1000 CE,,Denmark_Viking.SG,Langeland. Bogevej,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.81,7584881,3930979,M,n/a (no relatives detected),n/a (female),n/a,81.6,J1c+16261,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,VK286_noUDG.SG,Denmark_Bogovej Grav BJ,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,13000,377,900-1000 CE,,Denmark_Viking.SG,Langeland. Bogevej,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.81,7584881,3930979,M,n/a (no relatives detected),n/a (female),n/a,81.6,J1c+16261,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
54.870722,106.255056,Russia (6000-6999BP),IUO001,IUO001,8311 petrous left,petrous bone,2020,YuCell2020,Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,6905,50,5021-4849 calBCE (6612±23 BP),,Russia_Siberia_Lena_EN,Siberia. Lena river. Iushino,Russia,Repulldown on 3.2M snpset,1240K,1,1.412679,772361,423041,M,n/a (no relatives detected),,C,113.8,F1b1+@152,,0.06,,ds.half,IUO001.A0101,PASS,,0.0,6000-6999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IUO001,8311 petrous left,petrous bone,2020,YuCell2020,Direct (WARNING TO MARINE CALIBRATE IN Intcal20; MISSING LAB CODE): IntCal13 range with fresh water reservoir effect correction,6905,50,5021-4849 calBCE (6612±23 BP),,Russia_Siberia_Lena_EN,Siberia. Lena river. Iushino,Russia,Repulldown on 3.2M snpset,1240K,1,1.412679,772361,423041,M,n/a (no relatives detected),,C,113.8,F1b1+@152,,0.06,,ds.half,IUO001.A0101,PASS,,0.0,6000-6999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54.883,-1.452,United Kingdom (3000-3999BP),I2421,I2421,TWCMS Sk2008-3075 (Sunderland Museum),petrous,2018,OlaldeNature2018,Direct: IntCal20,3790,51,1935-1751 calBCE (3524±28 BP. OxA-26256),child. 1,England_C_EBA,England. Tyne and Wear. Sunderland. Hasting Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.459,386861,208968,M,n/a (no relatives detected),R-S461,K,228,U5a1a2a,[0.978.0.989],0.069,0.435,ds.half,S2421.E1.L1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I2421,TWCMS Sk2008-3075 (Sunderland Museum),petrous,2018,OlaldeNature2018,Direct: IntCal20,3790,51,1935-1751 calBCE (3524±28 BP. OxA-26256),child. 1,England_C_EBA,England. Tyne and Wear. Sunderland. Hasting Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.459,386861,208968,M,n/a (no relatives detected),R-S461,K,228,U5a1a2a,[0.978.0.989],0.069,0.435,ds.half,S2421.E1.L1,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.883,-1.452,United Kingdom (4000-4999BP),I2612,I2612,TWCMS Sk 2008-1953. 2.. diff ind. To crouched ind. (TWCMS Sk2008-1953. Sunderland Museum. find 9),tooth,2018,OlaldeNature2018,Direct: IntCal20,4293,71,2462-2206 calBCE (3865±35 BP. Poz-83492),,England_C_EBA,England. Tyne and Wear. Sunderland. Hasting Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.049,54910,28628,F,n/a (no relatives detected),n/a (female),n/a,366,U5b2b2,[0.998.1.000],0.072,0.016,ds.half,S2612.E1.L1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I2612,TWCMS Sk 2008-1953. 2.. diff ind. To crouched ind. (TWCMS Sk2008-1953. Sunderland Museum. find 9),tooth,2018,OlaldeNature2018,Direct: IntCal20,4293,71,2462-2206 calBCE (3865±35 BP. Poz-83492),,England_C_EBA,England. Tyne and Wear. Sunderland. Hasting Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.049,54910,28628,F,n/a (no relatives detected),n/a (female),n/a,366,U5b2b2,[0.998.1.000],0.072,0.016,ds.half,S2612.E1.L1,PASS,,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.89,10.74,Denmark (1000-1999BP),VK290_noUDG.SG,VK290,Denmark_Kumle Hoje Grav O,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Denmark_Viking.SG,Langeland. Kumle hoje,Denmark,Repulldown on 3.2M snpset,Shotgun,,1.42,782712,402427,M,n/a (no relatives detected),,n/a,79,I1a1,,,,ds.minus,,PASS,,0.0,1000-1999,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VK290_noUDG.SG,Denmark_Kumle Hoje Grav O,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Denmark_Viking.SG,Langeland. Kumle hoje,Denmark,Repulldown on 3.2M snpset,Shotgun,,1.42,782712,402427,M,n/a (no relatives detected),,n/a,79,I1a1,,,,ds.minus,,PASS,,0.0,1000-1999,I,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.96,10.83,Denmark (1000-1999BP),VK282_noUDG.SG,VK282,Denmark_Stengade I. LMR c195,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Denmark_Viking.SG,Langeland. Stengade I,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.44,338472,174690,M,n/a (no relatives detected),,K,91.8,H4a1a4b,,,,ds.minus,,PASS,,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,VK282_noUDG.SG,Denmark_Stengade I. LMR c195,tooth,2020,MargaryanWillerslevNature2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Denmark_Viking.SG,Langeland. Stengade I,Denmark,Repulldown on 3.2M snpset,Shotgun,,0.44,338472,174690,M,n/a (no relatives detected),,K,91.8,H4a1a4b,,,,ds.minus,,PASS,,0.0,1000-1999,H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
54.97,-1.73,United Kingdom (3000-3999BP),I2610,I2610,MOA 1973.4H Box 167D. 1 (Great North Museum/SANT),petrous,2018,OlaldeNature2018,Direct: IntCal20,3783,54,1939-1743 calBCE (3515±35 BP. Poz-83498),18,England_C_EBA,England. Blaydon. Tyne and Wear. Bewes Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.071,78639,42950,F,n/a (no relatives detected),n/a (female),n/a,11.2,U2e1b,[0.950.0.975],0.072,0.011,ds.half,S2610.E1.L1,PASS,mtcontam=[0.95.0.975],0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I2610,MOA 1973.4H Box 167D. 1 (Great North Museum/SANT),petrous,2018,OlaldeNature2018,Direct: IntCal20,3783,54,1939-1743 calBCE (3515±35 BP. Poz-83498),18,England_C_EBA,England. Blaydon. Tyne and Wear. Bewes Hill,United Kingdom,Repulldown on 3.2M snpset,1240K,1,0.071,78639,42950,F,n/a (no relatives detected),n/a (female),n/a,11.2,U2e1b,[0.950.0.975],0.072,0.011,ds.half,S2610.E1.L1,PASS,mtcontam=[0.95.0.975],0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54.97,-1.73,United Kingdom (4000-4999BP),I2611,I2611,MOA 2015.18 (Great North Museum/SANT),tooth,2021,PattersonNature2021,Direct: IntCal20,4939,61,3092-2905 calBCE (4370±35 BP. Poz-83500),24-39,England_N_o,England. Blaydon. Tyne and Wear. Summerhill,United Kingdom,Repulldown on 3.2M snpset,1240K,5,0.278871,274277,146005,M,n/a (no relatives detected),R-A11001,K,587.730159,U5a2d1,[0.989.0.999],0.114,0.387,ds.half.ds.half.ds.half.ds.half.ds.half.ds.half,S2611.E1.L1.S2611.E1.L3.S2611.E1.L6.S2611.E1.L5.S2611.E1.L4.S2611.E1.L7,QUESTIONABLE,Carbon date is unexpected for the archaeological context and genetic profile,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,I2611,MOA 2015.18 (Great North Museum/SANT),tooth,2021,PattersonNature2021,Direct: IntCal20,4939,61,3092-2905 calBCE (4370±35 BP. Poz-83500),24-39,England_N_o,England. Blaydon. Tyne and Wear. Summerhill,United Kingdom,Repulldown on 3.2M snpset,1240K,5,0.278871,274277,146005,M,n/a (no relatives detected),R-A11001,K,587.730159,U5a2d1,[0.989.0.999],0.114,0.387,ds.half.ds.half.ds.half.ds.half.ds.half.ds.half,S2611.E1.L1.S2611.E1.L3.S2611.E1.L6.S2611.E1.L5.S2611.E1.L4.S2611.E1.L7,QUESTIONABLE,Carbon date is unexpected for the archaeological context and genetic profile,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
